author_name,author_id,field_of_expertise_1,field_of_expertise_2,field_of_expertise_3,field_of_expertise_4,field_of_expertise_5,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sharad Goel,Vv8UdowAAAAJ,computational social science,applied statistics,applied mathematics,public policy,inequality,,,,,,,,,,,,,,,,,,,46,96,175,243,286,401,491,552,787,1033,1388,1635,2063,2270,482
Brendan O'Connor,V4LXxrQAAAAJ,Natural Language Processing,Computational Social Science,,,,,,,,,,,,,,,,,,,,,,68,211,365,553,839,964,1145,1216,1159,1114,951,920,929,910,167
Licia Capra,iwzlsmUAAAAJ,Computational social science,urban informatics,pervasive computing,,,,,,,,,,,,,30,73,162,191,257,268,248,343,345,406,376,500,572,576,693,806,927,897,941,858,800,635,129
Scott Counts,koPRb8UAAAAJ,Computational Social Science,Data Science,Psychology,,,,,,,,,,,,,,,34,62,69,69,97,123,156,197,240,378,596,735,850,907,959,867,1004,1063,1029,957,174
Jake Hofman,eYg0_cEAAAAJ,Computational Social Science,Machine Learning,,,,,,,,,,,,,,,,,,,,53,117,133,205,346,573,702,825,798,869,857,878,900,914,1054,1013,232
Diyi Yang,j9jhYqQAAAAJ,Computational Social Science,Natural Language Processing,Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,110,217,360,577,1022,1438,1651,1950,2389,570
Jose Emmanuel Ramirez-Marquez,n7oc89AAAAAJ,Resilience Engineering,Urban Informatics,Computational Social Science,,,,,,,,,,,,,,,,,,40,92,121,284,307,336,386,442,429,485,583,752,870,1106,1116,1261,1196,325
Matthew J. Salganik,D5Ty-jAAAAAJ,Social Networks,Computational Social Science,Quantitative Methods,,,,,,,,,,,,,,,,,,70,140,192,237,326,399,566,551,665,642,709,664,758,790,832,1072,1071,291
Daniel Houser,Dy_XT9UAAAAJ,Behavioral Economics,Behavioral Finance,Computational Social Science,Political Economy,,,,,,,,,,,,28,52,116,173,211,233,304,301,349,427,481,569,540,580,740,694,618,632,716,605,667,611,139
Brandon M. Stewart,miPgny8AAAAJ,Computational Social Science,Applied Statistics,Machine Learning,Text as Data,Causal Inference,,,,,,,,,,,,,,,,,,,,,,,77,178,329,518,636,849,1120,1465,1731,2290,479
Bennett Kleinberg,Ms2d7OsAAAAJ,Computational Social Science,Data Science,NLP,Behavioural Science,,,,,,,,,,,,,,,,,,,,,,,,,,80,640,937,1181,1339,1399,1636,1652,415
Emre Kıcıman,QZCU3NkAAAAJ,causal inference,ai and society,social media,computational social science,distributed systems,,,,,,,,,,,52,90,166,221,237,243,314,320,333,363,283,279,333,366,385,501,533,585,624,748,849,896,203
Simone Paolo Ponzetto,VmIFG0EAAAAJ,Artificial Intelligence,Natural Language Processing,Computational Social Science,,,,,,,,,,,,,,,,,,,92,166,207,316,327,468,584,547,629,691,717,921,829,780,746,775,133
Jesse Hoey,YcBGOtQAAAAJ,Artificial Intelligence,Affective Computing,Computational Social Science,Markov Decision Processes,Affect Control Theory,,,,,,,,,,23,27,37,67,67,108,113,144,173,194,276,356,370,450,463,574,593,666,711,778,815,783,822,167
Pablo Barberá,jGLKJUoAAAAJ,Social Media,Political Behavior,Computational Social Science,Political Communication,Political Methodology,,,,,,,,,,,,,,,,,,,,,,,25,84,204,344,533,814,963,1327,1770,2034,491
Moira Burke,m1wGy3gAAAAJ,Human-Computer Interaction,Social Computing,Computational Social Science,,,,,,,,,,,,,,,,,,,21,30,63,122,207,277,380,535,671,700,803,798,832,875,963,914,188
Soroush Vosoughi,45DAXkwAAAAJ,Natural Language Processing,Machine Learning,Computational Social Science,Graph Representation Learning,Social Networks,,,,,,,,,,,,,,,,,,,,,,,,22,21,65,115,488,1059,1575,2013,2417,504
Martin Hilbert,qgcZZ0EAAAAJ,Complex Systems,Communication,Computational Social Science,Information Theory,ICT4D,,,,,,,,,,,,,25,28,41,30,28,38,72,104,148,285,413,506,622,701,730,754,832,900,894,873,176
Andrew Thomas Crooks,RDQF0ScAAAAJ,Agent-based modeling,GIscience,Urban Geography,Computational Social Science,Geocomputation,,,,,,,,,,,,,,,,,,31,69,139,173,252,302,475,594,639,658,808,775,949,1058,1066,257
Daniele Quercia,nPyDLd0AAAAJ,Computational Social Science,Urban Computing,Happy Cities,,,,,,,,,,,,,,,,,,,34,59,60,78,127,215,361,477,607,736,844,813,883,848,898,837,156
Deen Freelon,EjVT0LAAAAAJ,political communication,open source,identity politics,computational social science,social media,,,,,,,,,,,,,,,,,,,,,53,165,283,442,531,575,681,783,723,882,1175,1326,309
Johannes C. Eichstaedt,-mNEhD0AAAAJ,Computational Social Science,Digital Well-Being,Digital Public Health,Digital Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,122,255,472,630,814,997,1337,1396,1468,415
Bruno Lepri,JfcopG0AAAAJ,Computational Social Science,Machine Learning,Network Science,Ubiquitous Computing,,,,,,,,,,,,,,,,,,,,35,85,114,128,172,201,290,452,499,623,793,1049,1407,1476,347
Kuan-Ta Chen,mgva3UgAAAAJ,Quality of Experience,Multimedia Systems,Crowdsourcing,Computational Social Science,,,,,,,,,,,,,,,,,32,86,115,198,269,397,398,442,584,606,596,696,513,589,644,613,569,108
Ryan L. Boyd,dfQrLLUAAAAJ,computational social science,text analysis,social/personality psychology,behavior,emotion,,,,,,,,,,,,,,,,,,,,,,,,162,218,296,507,629,846,1102,1345,1609,430
Chris Danforth,huQnquIAAAAJ,Applied Mathematics,Computational Social Science,Nonlinear Dynamics,,,,,,,,,,,,,,,,,,,,19,26,41,85,132,190,293,421,493,630,692,804,935,1134,1054,256
Yves-Alexandre de Montjoye,LVJtdoEAAAAJ,Computational Privacy,Anonymization,Attacks on privacy-preserving systems and …,Computational Social Science,Complex,,,,,,,,,,,,,,,,,,,,26,69,111,174,290,444,521,599,681,782,1085,1114,1069,220
Dashun Wang,uQJAkBoAAAAJ,Science of Science,Computational Social Science,Network Science,Big Data,Complex Systems,,,,,,,,,,,,,,,,,,,,,,87,124,239,301,340,422,564,786,934,1441,1530,422
Manuel Cebrian,ZkBTPkUAAAAJ,Computational Social Science,Network Science,Crowdsourcing,,,,,,,,,,,,,,,,,,,21,32,40,74,101,183,285,331,379,466,450,501,688,960,1201,1132,276
Markus Strohmaier,j_pL_PQAAAAJ,Computational Social Science,Computational Social Systems,Social Data Science,,,,,,,,,,,,,,,,,,,38,54,91,137,221,225,274,324,409,493,525,615,636,747,948,1054,210
Jordi Duch,NhIWpa8AAAAJ,Complex Networks,Data Analysis,Computer Security,P2P systems,Computational Social Science,,,,,,,,,,,,,,,,55,156,232,285,330,386,416,464,505,519,537,505,538,511,505,490,455,127
Andreas Flache,dt9jPJ0AAAAJ,Sociology,Computational Social Science,Social Simulation,Social Networks,Interethnic Relations,,,,,,,,23,36,45,59,67,60,76,83,110,152,141,158,183,177,187,253,326,373,395,508,567,586,673,715,730,179
Rainer Hegselmann,mAcmGtcAAAAJ,philosophy,simulation,computational social science,opinion dynamics,social epistemology,,,23,16,13,45,23,56,63,117,95,117,112,118,120,138,211,182,212,235,229,249,314,386,342,478,430,383,415,465,518,501,129
Alessandro Bessi,47xtEeEAAAAJ,Computational Social Science,Applied Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,182,460,730,988,1256,1479,1295,267
Esteban Moro,sjaZfDIAAAAJ,Computational social science,Network Science,complex systems,financial markets,social networks,,,,,,,,,,,27,22,43,61,61,57,56,65,62,67,108,193,317,320,389,458,453,467,541,771,979,957,233
Daniel Romero,c4M3MQoAAAAJ,Social networks,Computational Social Science,Complex Systems,Social Media,Network Science,,,,,,,,,,,,,,,,,,,47,197,338,518,583,672,645,633,555,506,485,443,453,463,90
Klaus G. Troitzsch,iIX2zSkAAAAJ,Computational Social Science,,,,,,,18,15,20,33,25,24,56,68,47,61,65,188,222,238,302,282,321,363,343,362,406,350,348,352,334,282,297,234,255,190,51
Xiangjie Kong (孔祥杰),Z0dStKsAAAAJ,Urban Computing,Computational Social Science,Human Behavior,,,,,,,,,,,,,,,,,,,,,,,30,38,56,55,90,102,210,562,931,1141,1407,1482,432
Sophie Lohmann,XzwVQkIAAAAJ,social psychology,computational social science,behavior change,self-regulation,sustainability,,,,,,,,,,,,,,,21,62,103,145,177,217,270,261,317,332,378,408,440,488,553,603,719,706,163
Arjun Mukherjee,wUNpA_sAAAAJ,Computational Social Science,Data Mining,Natural Language Processing,Sentiment Analysis,Web Mining,,,,,,,,,,,,,,,,,,,,,18,66,199,308,441,612,711,789,834,748,697,635,144
Bryan Routledge,s4lSPMwAAAAJ,finance,asset pricing,computational social science,commodities,,,,,,,,,,,,28,39,42,54,98,86,100,114,116,158,248,339,422,453,497,517,505,478,416,375,405,442,100
Stefania Milan,85pB3YoAAAAJ,critical data studies,digital sociology,computational social science,big data epistemologies and methods,,,,,,,,,,,20,20,23,37,57,48,70,83,81,110,105,130,178,201,223,313,384,404,472,575,661,833,764,147
Cristian Danescu-Niculescu-Mizil,njczUPMAAAAJ,computational social science,social computing,computational linguistics,natural language processing,,,,,,,,,,,,,,,,,,,,,31,58,99,145,259,277,462,581,685,790,764,926,822,135
Eunil Park,RILiQ3gAAAAJ,Data Science,Data Psychology,Computational Social Science,User eXperience,,,,,,,,,,,,,,,,,,,,,,,25,50,122,199,369,348,494,586,821,1131,1498,367
Tobias Preis,lbJzOmEAAAAJ,Computational Social Science,Data Science,Machine Learning,Artificial Intelligence,Forecasting,,,,,,,,,,,,,,,,,,,37,111,147,225,324,442,565,649,570,538,545,600,585,513,100
Esteve Almirall,BJKIs8UAAAAJ,Open & Digital Innovation,Smart Cities,Complexity,AI & Data Science,Computational Social Science,,,,,,,,,,,,,,,,,,,16,58,76,137,175,249,275,378,577,634,741,772,825,778,185
yu-ru lin,9EeqDSEAAAAJ,social media,social networks,computational social science,,,,,,,,,,,,,,,,,,,38,65,99,161,201,248,290,340,422,521,507,570,557,578,514,533,124
Maarten Sap,gFN4QUYAAAAJ,Natural Language Processing,Artificial Intelligence,Commonsense Reasoning,Ethics in AI,Computational Social Science,,,,,,,,,,,,,,,,,,,,,,,,,56,160,218,318,470,904,1392,1893,401
Jon Kleinberg,VX7d5EQAAAAJ,algorithms,data mining,information networks,social networks,Web mining,,,,,,,,,337,496,822,1251,1556,1980,2262,2571,2903,3092,3643,4465,5199,6247,6748,7288,7435,7621,7387,7369,7604,7679,8027,8221,1833
ronald s. burt,YmoiCIcAAAAJ,sociology,behavioral science,social networks,management,,,,308,331,336,475,528,633,843,1113,1211,1450,2074,2435,2770,3291,3751,4480,4767,5510,5631,6034,6480,6800,6720,6768,6465,6183,6081,5658,5783,5413,1236
Stephen P. Borgatti,hlk4a4gAAAAJ,Social networks,knowledge,computational models,,,,,,,,,,,,,309,364,550,690,1148,1485,1835,2176,2470,3084,3436,4006,4410,5101,5577,5854,5677,5929,5749,5958,5853,5732,1241
Barry Wellman,_q2NODAAAAAJ,social networks,internet and society,mobile phones and society,,,,251,249,245,291,449,444,523,688,940,1225,1586,1691,1987,2301,2532,2850,2953,3160,3602,3804,4385,4520,4721,4430,4598,3994,3963,3620,3275,3403,2913,499
Hanghang Tong,RaINcuUAAAAJ,Large Scale Data Mining,Graph Mining,Social Networks,Healthcare,Multimedia,,,,,,,,,,,205,562,829,1078,1497,1628,1774,2043,2494,2804,3006,3387,3682,4205,4515,4780,5084,5206,5243,5266,5191,5359,1143
Linton C Freeman,quiVMg8AAAAJ,social networks,,,,,,,210,163,151,218,223,329,323,322,416,476,615,719,1082,1256,1604,1925,2253,2619,3011,3262,3739,3971,4114,4289,4058,4236,4016,4009,3939,3848,845
Nan Lin,HpqAmUcAAAAJ,sociology,economic sociology,social networks,social capital,china,269,241,242,243,328,342,376,349,414,495,575,695,907,1100,1257,1595,1753,2022,2124,2348,2750,3047,3349,3399,3344,3264,3184,3287,3180,3094,2980,2884,564
Steve Brown,_DUpMCoAAAAJ,social networks,electric vehicles,internet of things,mobile computing,telemedicine,,,,,,,,,,,201,391,515,548,744,862,1456,1406,1792,3802,5741,5035,5437,5487,3878,3230,3663,2699,2754,2845,2549,2810,347
James H. Fowler,zPXbwJgAAAAJ,social networks,evolution,politics,genetics,big data,,,,,,,,,,,,,,,,,196,504,1003,1612,2241,2715,3385,3869,4240,4138,4399,4416,4265,5180,6156,5640,1162
Tom Snijders,xqefLxQAAAAJ,Statistics,social networks,multilevel analysis,sociology,,,,,,,,,,,160,295,422,610,809,912,1083,1416,1658,1924,2304,2729,2842,3312,3557,3769,3798,3643,3611,3754,3686,3581,3761,848
Raghu Ramakrishnan,udZSrkYAAAAJ,Database systems,data mining,information extraction,ranking/recommendation,social networks,342,310,375,423,497,415,451,439,501,592,784,978,1109,1200,1591,1606,1881,1966,2267,2318,2350,2611,2764,2981,3164,3075,2978,2924,2856,2675,2445,2313,516
Edward Laumann,DaEKdCkAAAAJ,social networks,sexuality,organizational analysis,social stratification,political sociology,176,244,267,209,251,286,327,406,633,806,921,1001,1094,1340,1505,1753,1860,1937,2140,2179,2172,2285,2654,2567,2587,2735,2619,2624,2550,2350,2395,2114,479
Gerald Davis,UJ4yRzYAAAAJ,Finance and society,organization theory,corporate governance,globalization,social networks,142,157,249,234,303,385,396,414,490,548,649,679,874,940,1022,1144,1320,1631,1591,1864,1950,2090,2141,2004,2326,2379,2476,2440,2379,2240,2234,2190,499
Krishna P. Gummadi,Bz3APTsAAAAJ,Distributed Systems,Networking,Social Networks,Information Retrieval,Security and Privacy,,,,,,,,,,,,132,365,709,880,903,876,1034,1181,1505,1701,2209,2364,2526,2427,2445,2260,2191,2439,2598,2797,3092,575
Thomas A. Glass,ODKEqTsAAAAJ,social epidemiology,aging,stroke,social networks,neighborhoods,,,,,,,,,102,206,263,398,582,707,887,998,1218,1351,1495,1551,1864,1914,2087,2088,2264,2348,2316,2319,2361,2205,2078,2100,443
David Easley,ZKeyKNgAAAAJ,Economic Theory,Market Microstructure,Social Networks,Decision Theory,,90,114,130,128,165,148,214,251,281,352,404,484,668,679,853,955,1027,1098,1230,1342,1548,1844,2088,2174,2292,2293,2062,2157,1989,1959,1933,1965,483
Daniel J Brass,mH6QoFoAAAAJ,social networks,,,,,,,,113,109,147,159,237,216,301,322,351,491,544,605,853,989,1065,1219,1528,1654,1838,1929,2213,2295,2226,2193,2186,2255,2122,2103,2032,490
Alessandro Acquisti,2XCryp4AAAAJ,privacy,economics,behavioral economics,social networks,social media,,,,,,,,,,,,,,157,157,240,331,487,708,843,1062,1376,1587,1842,2171,2451,2625,3000,2966,3614,3932,4271,861
Francesco Bullo,stCtR0QAAAAJ,Systems and Control,Multi-Agent Systems,Robotic Networks,Power Systems,Social Networks,,,,,,,,,,,,161,225,228,336,429,698,799,1011,1077,1361,1550,1746,1869,2260,2508,2592,2935,3010,3219,2960,2941,674
Martin G Everett,FkDw1XcAAAAJ,Social networks,Graph theory,,,,,,,,,99,139,176,156,190,201,200,301,356,569,629,807,946,1037,1255,1333,1562,1674,1953,2187,2316,2238,2391,2323,2381,2303,2228,505
Karen Cook,0LkVRfUAAAAJ,social psychology,social exchange,social networks,trust,,193,229,268,220,275,299,344,311,344,401,491,477,595,532,673,777,832,899,1004,1049,1178,1330,1462,1568,1608,1716,1789,1817,1878,1956,2019,2111,458
David Krackhardt,bvG0NJkAAAAJ,Social Networks,Organizational Behavior,,,,,,,94,122,147,154,275,332,313,356,496,707,671,758,903,1031,1230,1252,1485,1644,1775,1832,1894,1880,1750,1773,1658,1707,1643,1498,1483,361
Anne Rogers,bvwR0G8AAAAJ,Sociology of mental health & Illness,social networks,,,,,,,,,91,71,149,146,199,256,354,330,391,476,571,712,745,963,842,1005,1183,1600,1860,2150,2127,2465,2376,2373,2512,2366,2195,462
Jaideep Srivastava,Y4J5SOwAAAAJ,Data Mining,Social Computing,Social Networks,Web Mining,Digital Health,,,,78,85,119,135,121,244,329,455,750,908,1122,1211,1275,1215,1249,1368,1443,1458,1541,1582,1670,1601,1520,1444,1392,1336,1229,1338,1254,223
Carl Latkin,2Kx7_LIAAAAJ,public health,social networks,HIV,Drugs,mental health,,,,,,,,81,102,128,124,141,205,233,408,427,571,572,708,831,944,1062,1412,1258,1399,1431,1688,1604,1886,3149,3926,4352,1017
David Knoke,LwL0m2IAAAAJ,Social networks,organizations,political sociology,economic sociology,terrorism,290,333,353,340,350,482,523,567,648,702,805,761,860,878,856,1019,937,948,1097,1111,1176,1277,1377,1375,1273,1239,1158,1119,1086,952,906,833,176
Gautam Ahuja,AFT1UEYAAAAJ,alliances,acquisitions,innovation,social networks,business strategy,,,,,,,,,,,100,174,246,337,443,612,749,937,1042,1227,1389,1657,1923,1940,2031,2100,2025,2024,1974,1890,1993,1874,450
Tang Jie,n1zDCkQAAAAJ,Artificial Intelligence,Social Networks,Data Mining,Machine Learning,Knowledge Graph,,,,,,,,,,,,,,,,,86,150,256,397,567,875,1101,1462,1661,1959,1820,2032,2297,2622,3662,5287,1406
Bill McEvily,lzOin3YAAAAJ,social networks,trust,organizational theory,,,,,,,,,,,,,97,146,228,335,456,727,823,1059,1227,1368,1519,1733,1889,1903,1913,1869,1713,1722,1728,1457,1508,1406,324
James Westphal,yDegdG0AAAAJ,Strategy,Organization Theory,Corporate Governance,Institutional Processes,Social Networks,,,,,,,,107,121,181,240,249,400,465,551,699,760,1013,935,1142,1250,1370,1423,1562,1628,1782,1678,1845,1647,1592,1618,1744,460
Sebastiano Vigna,WL8DH4YAAAAJ,Web,Social Networks,Graph Theory,Algorithms,Information Retrieval,,,,,,,,,,,,,,,76,139,192,237,246,358,370,512,599,740,775,813,798,682,771,2901,5997,7628,2351
Eitan Muller,N6ddP5cAAAAJ,Marketing,Diffusion of Innovations,Social Networks,,,86,107,135,161,186,236,196,267,265,332,338,421,522,599,612,727,780,942,1091,1087,1276,1373,1353,1511,1327,1487,1384,1247,1226,1223,1109,1160,239
VS Subrahmanian,PLt9wB8AAAAJ,Artificial Intelligence,Databases,Social Networks,Behavior Analytics,Forecasting,,115,149,250,296,335,544,640,652,783,739,781,736,848,913,814,957,841,894,909,1013,910,1092,1056,926,947,965,1072,1100,1239,1188,1129,268
Rob Cross,VcOD5ccAAAAJ,management,collaboration,social networks,,,,,,,,,,,,,,81,178,296,473,721,920,1093,1112,1362,1507,1583,1650,1751,1582,1697,1595,1587,1452,1387,1336,1262,275
Bernice Pescosolido,ed_IEl4AAAAJ,medical sociology,mental illness,social networks,stigma,suicide,,,,,,,66,76,150,164,241,298,301,402,448,458,565,616,634,839,968,983,1194,1230,1281,1515,1408,1500,1641,1873,2127,2455,561
Anne-Marie Kermarrec,aIAy-qcAAAAJ,Distributed systems,social networks,gossip protocols,,,,,,,,,,,,,,190,470,860,1204,1358,1522,1611,1715,1693,1512,1384,1393,1163,1102,1086,1001,925,727,604,581,566,164
Philippa (Pip) Pattison,iLWP_LEAAAAJ,mathematical social sciences,social networks,higher education,psychology,,,,,,64,69,72,82,117,115,138,195,259,348,342,452,621,785,813,935,1078,1153,1306,1415,1540,1515,1501,1423,1499,1591,1567,1467,367
Mario Diani,IqQTCXEAAAAJ,Social Movements,Collective Action,Social Networks,,,,,,,,,72,85,119,164,219,272,344,471,448,492,599,762,823,930,1091,1081,1200,1327,1534,1580,1478,1497,1513,1498,1345,1365,248
Mark S. Handcock,392xmm8AAAAJ,Statistics,demography,social networks,environmetrics,epidemiology,,,,,,,82,108,126,123,157,160,187,224,297,434,552,653,711,839,1050,1030,1232,1243,1439,1489,1503,1613,1530,1755,1760,1762,452
Tony Jebara,Dn_qYK8AAAAJ,Machine Learning,Personalization,Social Networks,Vision,,,,,,,,,,85,112,134,193,193,250,382,327,388,631,842,963,1125,1312,1471,1603,1692,1553,1522,1505,1518,1543,1515,1366,278
Caroline Haythornthwaite,lok_1lcAAAAJ,Social Media,Online learning,Social Networks,Virtual Communities,Internet Research,,,,,,,,,99,148,251,347,377,538,695,752,823,902,985,1208,1245,1371,1430,1504,1398,1458,1242,1133,1165,1042,1024,873,138
Soumen Chakrabarti,LfF2zfQAAAAJ,Web search,Web mining,social networks,machine learning,,,,,,,55,73,105,206,318,443,652,819,954,1022,1146,1079,1149,1235,1214,1168,1164,1130,1097,962,938,757,722,684,641,706,781,176
Alan Mislove,oAqKi9MAAAAJ,Computer systems,Social networks,Networking,Measurement,,,,,,,,,,,,,,,,53,92,107,237,362,639,806,1215,1196,1433,1475,1634,1546,1668,1838,1985,2148,2112,436
Martin Kilduff,ln55UW4AAAAJ,Social Networks,network agency,Networks and personality,organization theory,organizational behavior,,,,,,,,72,69,127,166,183,271,279,311,470,535,646,650,918,945,1024,1006,1215,1244,1218,1312,1271,1396,1282,1268,1323,329
William B. Hansen,WgpNLPUAAAAJ,Prevention,Evaluation,Social Networks,,,256,280,424,408,415,612,584,579,610,696,582,688,720,687,579,684,574,592,689,632,548,694,796,790,673,662,551,522,515,512,509,437,84
Garry Robins,25_H0_wAAAAJ,Social networks,statistical models,,,,,,,,,,,,,,,,,104,95,159,301,392,454,594,810,819,1032,1198,1453,1557,1564,1474,1684,1817,1689,1718,422
Illés Farkas,RXKHG-4AAAAJ,Biological networks,Collective motion,Social networks,Statistical physics,,,,,,,,,,,,,93,176,199,313,409,526,680,891,927,1111,1301,1393,1533,1448,1394,1216,1212,1094,975,1039,895,192
Wynne HSU,ljyBjv8AAAAJ,Data Mining,Social Networks,Medical Imaging,,,,,,,,,,63,100,173,232,267,407,518,726,836,722,775,877,866,820,967,940,952,844,773,745,851,1014,1132,1276,1364,353
Igor L. Markov,CHIZtZAAAAAJ,Artificial Intelligence,Social Networks,Quantum Computing,Electronic Design Automation,Algorithms,,,,,,,,,,89,94,122,297,442,638,737,736,881,759,791,771,803,1015,1016,925,920,966,1039,991,1123,1123,1329,283
Alexander C. Tsai,UsNIGh8AAAAJ,stigma,HIV,discrimination,disparities,social networks,,,,,,,,,,,,,,,,60,79,108,116,147,230,286,494,661,955,1079,1379,1347,1661,2078,2955,3107,727
Kristina Lerman,Cz6vH68AAAAJ,Social Networks,Data Science,Crowdsourcing,Social Computing,Machine Learning,,,,,,,,,,,,113,177,197,268,301,329,377,436,521,583,663,671,799,846,939,867,927,1064,1586,2281,2850,659
Arvind Rangaswamy,wMFgEAQAAAAJ,digital marketing,social networks,marketing analytics,,,,,58,44,55,51,50,58,83,114,152,257,290,376,429,459,546,599,661,669,714,818,979,1027,1087,1116,1178,1043,1071,1016,1066,992,199
Marc Smith,9Usm_wIAAAAJ,Social Media,Social Networks,Information Visualization,Diffusion of information,Collective Action,,,,,,,,,90,191,239,333,431,454,511,509,511,578,683,747,797,890,963,1030,1039,1117,1072,1009,998,904,942,914,168
A. James O'Malley,1jlowocAAAAJ,Statistics,biostatistics,social networks,,,,,,,,,,,,,,,,,54,102,209,381,476,593,681,729,885,956,1054,1175,1249,1458,1535,1628,1796,1859,455
Hans Akkermans,tRT8oQYAAAAJ,ICT4Development,Knowledge Engineering and Management,Social Networks,Networked Business Modelling,,,100,83,144,123,181,173,247,239,307,315,392,543,683,786,858,862,985,913,912,880,904,904,828,753,742,743,545,520,465,379,350,56
Jennifer Golbeck,WBOnL7sAAAAJ,social networks,social media,trust,recommender systems,,,,,,,,,,,,,,,158,207,350,436,600,669,808,987,1058,1186,1312,1192,1334,1111,1105,1154,1146,1075,989,169
René Veenstra,_9OVrqMAAAAJ,sociology,adolescence,social networks,bullying,peer relations,,,,,,,,,,,,,,,,103,142,210,289,430,463,714,805,982,1227,1191,1377,1459,1459,1772,1821,1994,506
Mark Mizruchi,hJhIOPgAAAAJ,economic sociology,organizational sociology,political sociology,social networks,,147,170,167,184,181,219,221,205,221,262,244,293,377,397,434,503,511,596,642,747,750,793,827,847,916,932,835,756,796,668,679,605,155
Jonathan L. Johnson,makukYAAAAAJ,management,organization theory,corporate governance,social networks,sustainability,,,,,,,,,78,115,141,190,260,308,354,392,492,594,634,709,742,843,882,965,1055,1064,1084,1151,1129,1103,1070,1117,257
Gerd Stumme,PqIX0TwAAAAJ,World Wide Web,Social Networks,Knowledge Discovery,Information Retrieval,Formal Concept Analysis,,,,,,,,,,73,100,248,280,486,499,633,718,944,1175,1338,1315,1265,1175,1135,977,873,787,659,672,458,431,317,63
David Obstfeld,RS6jHg8AAAAJ,social networks,knowledge,innovation,entrepreneurship,,,,,,,,,,,,,,,78,115,201,262,388,511,566,693,761,928,1108,1168,1229,1249,1329,1317,1355,1456,1469,312
Phillip Bonacich,po6C1mwAAAAJ,Social Networks,Mathematical Models in Sociology,,,,,42,63,51,55,80,90,86,93,105,128,129,194,193,239,362,306,400,496,528,626,763,841,978,1055,1135,1069,1106,1148,1181,1218,1107,274
Stefano Breschi,E9VmqI0AAAAJ,Economics of technical change,economic geography,social networks,,,,,,,,,,,,68,104,141,230,336,461,549,619,754,846,807,927,925,1088,1037,1067,884,919,915,930,818,802,783,141
David Stillwell,z9CoSJMAAAAJ,Psychology,social networks,decision making,digital footprints,,,,,,,,,,,,,,,,,,,,,,,42,229,496,743,1200,1513,2041,2215,2502,2518,2189,441
Larry Blume,EPQuuHMAAAAJ,Game Theory,General Equilibrium,Decision Theory,Social Networks,,81,100,114,128,139,155,211,206,212,242,295,326,394,402,457,503,575,571,636,598,704,836,793,816,747,825,815,845,683,722,701,657,136
Douglas White,doBowIIAAAAJ,Social Networks,Complexity,Kinship,Cohesion,Cross-Cultural Research,143,74,154,84,84,117,101,115,141,151,141,207,189,292,363,442,477,607,604,708,827,860,941,933,897,904,800,809,739,723,680,703,138
Mark Lubell,MQiMFHIAAAAJ,environmental policy,collective action,social networks,,,,,,,,,,,,,,45,47,80,140,227,253,308,385,429,533,563,693,927,932,1116,1204,1272,1505,1462,1659,1729,398
Yanjie Bian，边燕杰,ARs_fswAAAAJ,social networks,social stratification,economic sociology,China,,,,,,,,41,61,108,154,176,250,274,410,430,570,614,605,706,719,768,970,1047,986,1022,873,754,754,808,900,795,819,229
Keith N Hampton,E9S9eFMAAAAJ,Sociology,Social Networks,Communication,Urban Studies,Social Capital,,,,,,,,,,,95,196,230,249,285,349,365,416,509,627,715,969,1047,1121,1203,1140,1048,1053,975,936,952,871,148
MohammadTaghi Hajiaghayi,SQ1eGN4AAAAJ,Algorithms,Game Theory,Network Design,Social Networks,BIG Networks,,,,,,,,,,,,,67,122,286,276,350,452,514,564,752,905,827,871,883,894,1074,1210,1081,1305,1354,1468,337
James Moody,sF0O-pIAAAAJ,Sociology,Social Networks,Social Network Analysis,Quantitative Methods,,,,,,,,,,,,,70,120,190,215,351,410,513,541,669,753,795,860,1007,1043,1023,1054,1156,1095,1085,1033,1147,258
Aixin Sun 孙爱欣,wyKGVKUAAAAJ,Information Retrieval,Text Mining,Social Networks,,,,,,,,,,,,,,,,,68,129,119,149,231,278,360,396,417,593,800,944,1022,1240,1537,1893,2153,2475,591
Radu Marculescu,ZCmYP5cAAAAJ,embedded systems,cyber-physical systems,biological systems,social networks,,,,,,,57,91,115,84,69,52,115,139,236,323,411,661,681,813,996,1152,1018,1114,938,1021,947,792,712,579,599,591,512,121
Kenneth A. Frank,8MRhewYAAAAJ,social networks,causal inference,social capital,,,,,,,,,,,,,64,75,111,159,162,237,240,348,360,482,594,681,739,893,1017,1008,1120,1144,1117,1273,1245,1289,304
Örjan Bodin,8JCigasAAAAJ,Natural resources,collaborative governance,landscape ecology,social networks,ecological networks,,,,,,,,,,,,,,,,,55,82,115,249,291,435,521,704,977,958,1249,1223,1584,1701,1980,2069,517
Mehdi Hosseinzadeh,_LsLbE8AAAAJ,Data Mining,Health Data Analyst,Social Networks,E Marketing,E Commerce,,,,,,,,,,,,,,,,,,,,,,,37,58,95,161,145,232,1027,2729,4260,4748,1175
